RowID,intern_num,maxsal,minsal,city,scale,id_1,c_desc,month_num,day,c_tag,name,industry,c_name,
0,9,200,150,上海,50-150人,inn_ndcc39n5b4cy,American technology company doing Smart products!,4,5,"['智能科技', '美资企业', '自由开放', '人工智能']",WeChat miniapp developer,互联网/游戏/软件,Xavor Corporation,
1,176,150,100,北京,2000人以上,inn_jixhwa9ap5kl,以视频内容，连接你我，丰富生活,3,3,"['工作环境超棒', '节日大礼包', '餐补']",行政实习生（物业管理）,互联网/游戏/软件,欢聚集团,
2,17,400,200,青岛,150-500人,inn_wgwd96v77ov9,集高新科技研发、技术支持及互联网技术安全为一体的科技公司,3,5,"['公司前景好', '超强团队', '全方位培训', '环境高大上', '轻松和睦']",C#游戏开发工程师实习生,互联网/游戏/软件,乾璟科技,
3,2,120,80,广州,15-50人,inn_jhblfehulzjt,致力于成为的创新型新媒体服务商。,3,6,"['办公楼地铁上盖', '有餐补', '有零食饮料', '轻松自由', '丰富活动', '暑假实习生', '逗比同事', '不定期下午茶', '老板人超好', '留任发展']",抖音运营实习生,互联网/游戏/软件,极推科技,
4,6,150,100,杭州,150-500人,inn_nupdmpcycode,微链，一站式创投服务平台，坚持“让创新成为未来”的使命，为创业者提供专业、优质的创业服务。,3,4,"['精英', '无限发展空间', '我们气氛好', '开放空间']",运营实习生,互联网/游戏/软件,微链,
5,12,200,150,杭州,15-50人,inn_q1vqpi9gzy1h,"尼禄（杭州）软件有限公司位于浙江省杭州市西湖区文三路莱茵达大11F,属于外资企业，经营一直稳中有进。",4,3,"['管理规范', '氛围和善', '校园实习生']",C#/WPF实习生,互联网/游戏/软件,尼禄,
6,15,200,100,广州,50-150人,inn_qajltppdo73k,奇米定制是广州奇米广告有限公司旗下打造的校园文化衫个性定制品牌,1,1,[],销售经理,互联网/游戏/软件,奇米定制,
7,2,120,100,上海,150-500人,inn_r95lxzuq4s7f,我们是一家互联网公司，以SaaS形式向企业客户提供商务出行+费用管理的系统与服务。,3,5,"['领导NICE', '职位晋升', '员工培养', '留用转正机会', '同事好相处']",部门助理/运营助理,互联网/游戏/软件,在途商旅,
8,8,150,120,杭州,50-150人,inn_vhdycvjiba0z,新一代的数据分析与商业智能（BI）解决方案,6,3,"['互联网精神', '培训分享', '技术背景', '带薪年假', '年轻有活力', '前沿行业', '顶级VC投资']",市场运营实习生,互联网/游戏/软件,观远数据,
9,8,250,150,深圳,150-500人,inn_ictg7gkxeqha,安狗狗集团，成立于2013年，是国内 进入智能手机领域的公司之一，领先的智能移动工具及服务提供商。,3,5,"['健身帅哥美女', '多品牌', '发展潜力巨大']",渠道实习生,互联网/游戏/软件,安狗狗,
10,6,120,100,成都,50-150人,inn_hhrvciahri9o,一家关于品牌策划、品牌企业营销公司,6,5,[],教辅资料整理实习生,互联网/游戏/软件,巨方品牌策划,
11,390,150,120,北京,2000人以上,inn_xj7kud0334wc,中国的综合网络零售商,3,5,"['精英多多', '团队实力强', '锻炼自我', '专业、活力、创造', 'AI', '技术大牛坐镇', '精英', 'nice氛围', '创新']",HR实习生（招聘方向）,互联网/游戏/软件,京东,
12,44,300,150,北京,2000人以上,inn_vgtmpbkqu3pm,中国领先的网络安全、大数据与安全云服务提供商。,5,4,"['团建&amp;amp;amp;出国游', '发展前景']",Python开发工程师J11792,互联网/游戏/软件,天融信科技集团,
13,10,150,100,广州,15-50人,inn_a2dk0atls3m9,聚焦于语音互动方向,3,5,"['团队专业', '技术氛围好', '同事年轻友好', '员工素质高', '该有的都有', '上班可以听歌哦', '待遇优厚', '底薪加提成']",印地语运营实习生,互联网/游戏/软件,恰好青春,
14,4,180,120,上海,500-2000人,inn_oogxorhmgo5h,索尼公司是世界上民用/专业视听产品、游戏产品、通讯产品和信息技术等领域的先导之一,3,4,[],Unity Software Engineer Intern,电子/通信/硬件,索尼,
15,486,200,150,北京,2000人以上,inn_o7cdu8fhpfnk,一站式移动出行和生活平台。,4,5,"['互联网', '高逼格大厦', '名企实习', '各种福利', '广阔平台']",招聘助理实习生,互联网/游戏/软件,滴滴,
16,2,400,300,上海,15-50人,inn_crxu0tbxnq96,朵安诺是小众品牌管理专家，专注于管理及经营国际小众品牌！被天猫国际集团评为等级五星级生态服务商。,6,5,[],策划管培生,互联网/游戏/软件,朵安诺,
17,6,250,200,杭州,少于15人,inn_y9obznp7bxxs,一家由区块链技术驱动的文创科技公司，旨在利用区块链赋能文创行业。,3,5,"['区块链', '创新游戏', '文化创意', '艺术美术', '温馨创意园', '年轻']",UI设计实习生,互联网/游戏/软件,链坊科技,
18,6,500,400,宁波,50-150人,inn_htygmp8bjw23,二维码一站式服务提供商,12,5,"['零食水果', '老板不任性', '最具前景公司', '晋升空间大', '互联网精神', '人体工学椅']",运营实习生,互联网/游戏/软件,草料二维码,
19,176,150,100,广州,2000人以上,inn_iqzpupdwn6t0,以视频内容，连接你我，丰富生活,3,3,"['工作环境超棒', '节日大礼包', '餐补']",主播运营实习生,互联网/游戏/软件,欢聚集团,
20,1,120,100,杭州,500-2000人,inn_sriybmezegku,数梦工场2015年成立于杭州云栖小镇，2017年获A轮融资，估值超过10亿美元，成为行业独角兽。,6,5,"['职位发展', '晋升机会', '充分发挥', '知名企业', '新领域', '管理扁平化']",招聘,互联网/游戏/软件,数梦工场,
21,8,150,100,广州,150-500人,inn_tuiskyu5yciv,一家在线知识付费+电商的互联网公司,4,5,"['包餐', '优厚薪资', '免费咖啡零食', '轻松自由', '福利多多', '弹性上班']",行政实习生,互联网/游戏/软件,灵机文化,
22,8,120,100,广州,150-500人,inn_fejztfkndnek,Multiable香港万达宝集团是整合型信息化管理咨询解决方案供应商,3,5,[],行政助理,互联网/游戏/软件,Multiable,
23,45,150,100,银川,2000人以上,inn_iepkgrhfe7kg,致力于成为大型企业数字化转型的使能者,12,5,"['优秀的团队', '技术', '留用转正机会']",产品经理助理实习生,互联网/游戏/软件,亚信科技,
24,34,150,100,广州,150-500人,inn_5hwxi3hjj3o0,专注品牌事业十余年，是一家兼具国际视野、创新动力、全方位跨平台的品牌咨询与设计整合服务公司。,3,3,[],软件开发实习生,互联网/游戏/软件,前沿开发,
25,4,100,80,重庆,150-500人,inn_lfdpyssonl6l,一家位于网红城市重庆的互联网创业公司,3,5,"['环境优雅', '高颜值', '贴心导师']",运维实习生,互联网/游戏/软件,悦派对,
26,13,150,120,南京,150-500人,inn_vdgi0chpe4s0,赛诚智慧专注于教育培训行业信息化领域，是国内目前领先的教育培训行业应用软件及解决方案提供商。,3,3,[],实习教学老师,互联网/游戏/软件,赛诚智慧,
27,390,150,100,北京,2000人以上,inn_azohulyergyy,中国的综合网络零售商,3,5,"['精英多多', '团队实力强', '锻炼自我', '专业、活力、创造', 'AI', '技术大牛坐镇', '精英', 'nice氛围', '创新']",海外运营支持岗,互联网/游戏/软件,京东,
28,7,250,180,上海,2000人以上,inn_xqny6xk4x4kf,一家快速成长互联网公司,3,5,[],电话客服,互联网/游戏/软件,巴乐兔,
29,4,300,150,广州,50-150人,inn_vwlwy1pfrmp3,品牌聚焦0~18岁学生及家长，旨在传播科学教育，是目前行业内领先的社交教育平台。,5,5,"['能力提高', '同事颜值高', '创新& 活跃', '帅哥美女都多', '有活力的团队', '优秀团队']",商务助理,互联网/游戏/软件,向日葵妈妈,
30,3,180,120,北京,2000人以上,inn_ncye6paevrge,国内知名的金融行业系统解决方案供应商。,8,5,"['上市公司', '金融科技行业', '繁华商区办公', '丰富团建活动', '实现自我梦想', '节日惊喜', 'IT实习', '周末双休', '规范化']",软件测试实习生,互联网/游戏/软件,赢时胜软件,
31,3,150,100,杭州,15-50人,inn_ke00fvn6llrz,一家集互联网策略咨询、顶层策划、视觉设计、技术研发、营销落地、品牌营销为一体的互联网全案服务公司,6,5,"['年轻; 活力', '领导好相处']",新媒体运营实习生,互联网/游戏/软件,蓝韵网络,
32,8,180,150,上海,150-500人,inn_trir3hayqclt,读书点亮生活,3,3,"['晋升空间好', '领导超强', '氛围愉悦', '年轻人的世界', '学到东西多']",公众号实习生,互联网/游戏/软件,樊登读书,
33,8,150,120,杭州,500-2000人,inn_oeytsv2gafzw,品牌服饰企业,3,4,"['电子商务', '节日补贴', '提供午餐', '氛围轻松', '可以转正', '专业、活力、创造', '青春', '实干不空谈', '一起做大事']",采购实习生,互联网/游戏/软件,森马电商,
34,16,180,150,西安,2000人以上,inn_958okzoxtdtr,国内领先的 K-12 在线教育公司， 2012 年成立，总部位于北京，是中国 K-12独角兽公司。,6,5,"['行业顶尖', '节日福利', '全年十三薪', '六险一金', '每日下午茶', '双休']",少儿英语老师,互联网/游戏/软件,猿辅导在线教育,
35,9,200,150,上海,50-150人,inn_rofvodstskig,American technology company doing Smart products!,4,5,"['智能科技', '美资企业', '自由开放', '人工智能']",R&D Open Innovation Business Development,互联网/游戏/软件,Xavor Corporation,
36,6,300,250,北京,50-150人,inn_oakvpkl26vjf,MXplayer在全球拥有亿级日活，数亿月活的用户，为大家提供优质在线音视频内容。,6,5,"['前景发展好', '神级团队', '工作氛围极好', '晋升平台大']",大数据策略算法实习生,互联网/游戏/软件,艾迈科斯,
37,176,150,100,广州,2000人以上,inn_suedzcbf8b6k,以视频内容，连接你我，丰富生活,3,4,"['工作环境超棒', '节日大礼包', '餐补']",海外活动运营实习生,互联网/游戏/软件,欢聚集团,
38,5,150,120,上海,15-50人,inn_fs9q4y228ex5,“太子阅读”是上海滋润教育科技有限公司旗下的在线阅读课程品牌,3,5,"['定期团建', '百万级天使轮', '在线教育']",客服专员实习,互联网/游戏/软件,太子阅读,
39,9,300,250,上海,2000人以上,inn_qrusiafma5r3,全球领先的网络解决方案供应商,3,3,"['No.1IT公司', '工作生活平衡', '实习生转正机会', '薪酬福利杠杠的', '工作伙伴棒棒的', '工作环境悠闲的', '技术大牛多多的', 'HR姐姐敲nice']",信号完整性实习工程师 –核心交换机部门-上海,互联网/游戏/软件,思科,
40,24,200,150,上海,150-500人,inn_xfxu9vjhq2vt,一个有情怀的出国留学在线教育品牌,3,3,"['地铁周边', '5A写字楼', '美女如云', '领导同事好', '扁平管理', '氛围好有提升']",教务晚班实习生,互联网/游戏/软件,趴趴英语,
41,2,0,0,重庆,50-150人,inn_d4rh5hdueosd,一家服务于中国及全球华人社群的网络媒体公司,3,3,"['文化好', '公司很美', '活跃的氛围', '思想碰撞', '学习成长空间']",商务编辑实习生,互联网/游戏/软件,新浪重庆,
42,30,100,80,成都,2000人以上,inn_6dsapjez5wfx,国内真正实现企业、猎头和职业经理人三方互动的职业发展平台,3,5,"['用户体验', '轻松自由', '自我提升', '咨询', '电脑补助']",人力资源实习生,互联网/游戏/软件,猎聘网,
43,72,200,100,北京,2000人以上,inn_ywzfs24trnnd,中国高品质视频娱乐服务提供者。,3,5,"['视频行业领先地位', '全娱乐优势持续提升', '科技创意', '多元文化', 'IP生态', 'AI赋能', '悦享品质', '12天年假', '年轻活力']",活动运营实习生,互联网/游戏/软件,爱奇艺,
44,1,250,150,北京,50-150人,inn_2zfasq58m3h3,新一代商业信息服务平台,6,5,"['资深大佬指导', '传播', '90后团队']",市场实习生,互联网/游戏/软件,企名科技,
45,22,100,100,成都,150-500人,inn_03mpatiltzrb,让年轻人就业更简单,3,5,"['年轻人的世界', '实习可转正', '教育/培训/院校', '双休& 五险', '自由、平等', '定期团建腐败']",审核运营实习生,互联网/游戏/软件,萌想科技（实习僧）,
46,1,150,100,上海,50-150人,inn_d2ad0a5xhic4,艺恩是国内领先的文娱大数据服务商 ,3,4,"['公司平台好', '领导很棒', '专业平台', '行业领先', '年轻； 活力', '工作氛围轻松']",实习分析师,互联网/游戏/软件,艺恩数据,
47,5,150,150,杭州,150-500人,inn_bcbz7lf8yzpt,中国拥有全球领先智能驾驶技术的创新性公司,5,3,"['同事有爱', '发展机会', '绩效奖金', '丰富的下午茶', '潜力大', '开放舒适办公环境', '国际平台', '充分信任']",adas系统测试分析实习生,互联网/游戏/软件,FreeTech,
48,1,180,150,上海,50-150人,inn_xcaf0aawuhsx,上海审时信息科技有限公司是硬核联盟（北京）科技有限公司的全资子公司 ,6,5,"['团队靠谱', '五险一金', '正式员工名额', '周末两天休息']",人事行政助理实习生,互联网/游戏/软件,审时,
49,50,180,120,北京,500-2000人,inn_xyf8m7vlqfuj,"专注于企业级容器云计算、大数据和人工智能核心平台的研发和服务,领航大数据与人工智能基础软件",3,5,"['伙伴好', '用心学到很多', '接受应届生', '成长空间大']",财务实习生,互联网/游戏/软件,星环科技,
50,5,180,100,武汉,150-500人,inn_2pzol7dxhtal,公司主要做电商这一块，总部在杭州，目前拥有合肥和武汉两家分公司。,3,5,"['同事热情', '优秀的同事', '福利待遇好', '行业发展优势']",淘宝客服,互联网/游戏/软件,雅淘网络,
51,10,120,100,广州,15-50人,inn_gho1eochzdtn,聚焦于语音互动方向,3,5,"['团队专业', '技术氛围好', '同事年轻友好', '员工素质高', '该有的都有', '上班可以听歌哦', '待遇优厚', '底薪加提成']",阿拉伯语活动运营实习生,互联网/游戏/软件,恰好青春,
52,2,150,120,杭州,15-50人,inn_xrpwa2exkgyv,我汇是一家技术服务公司,3,4,"['都是年轻人', 'cto超赞', '五险一金', '行业大牛', '餐补']",运营实习生,互联网/游戏/软件,我汇,
53,3,250,150,北京,15-50人,inn_siq3yhzhiz9n,趣享科技有限公司旗下Bush品牌是一家为在中国生活的外国人推荐好物商品的电商平台 ,3,5,"['互信互爱', '创业创投', 'open老板', '实习机会好', '最具前景公司', '技术大牛带教']",海外运营实习生,互联网/游戏/软件,趣享科技,
54,176,0,0,广州,2000人以上,inn_fo6sf4q9vwxd,以视频内容，连接你我，丰富生活,4,4,"['工作环境超棒', '节日大礼包', '餐补']",产品运营实习生 (MJ002187),互联网/游戏/软件,欢聚集团,
55,189,150,100,北京,2000人以上,inn_loe7dql0dgdc,中国领先的互联网技术公司,3,5,"['大牛带', '学到东西', '见明星', '大平台', '免费食堂', '工作环境优美']",内容运营实习生,互联网/游戏/软件,网易,
56,38,200,120,上海,50-150人,inn_qyhdb6a6wffg,一家专注于AI+文化领域的人工智能算法公司，酷的AI视觉创作公司。,3,5,"['可留用', '留用率高', '成长空间好', '公司团建', '吃喝玩乐', '创新& 活跃']",实习视频编导,互联网/游戏/软件,Versa,
57,9,150,120,上海,15-50人,inn_2jwsdmlbnfla,国内移动广告领域的领军团队，专注互联网广告效果营销推广,3,5,"['公司发展前景', '领导逗比', '高质量 能学到很多', '95后帅哥美女', '胸怀天下']",短视频剪辑实习生,互联网/游戏/软件,畅效科技,
58,26,200,200,上海,2000人以上,inn_kvkmpqzujy3s,蔚来致力于通过提供高性能的智能电动汽车与用户体验。,6,4,"['员工Nice', '灵活工时', '老大请吃饭！', '视觉元素', '团队年轻专业', '留用']",前台运营实习生（交付部门）,互联网/游戏/软件,蔚来汽车,
59,68,150,120,北京,500-2000人,inn_hrbisdub0pbm,中国音频平台,6,5,"['弹性工作＆迟到豁免', '餐饮补贴＆免费水果', '丰厚年终奖＆期权激励', '节日福利＆团建基金', '年陈福利', '内部购买', '游戏室＆按摩椅＆淋浴房＆24H直播间', '明星大咖出没', '音频独角兽']",项目助理,互联网/游戏/软件,喜马拉雅,
60,2,120,100,上海,15-50人,inn_ms5okrstsyul,一家创业公司，可能会是下一个独角兽公司。,6,5,"['双休日', '提升快', '发展前景', '技术大牛带教', '技术培训', '公司氛围超嗨']",新媒体运营(实习/见习生-21届学生),互联网/游戏/软件,奔果科技,
61,5,50,0,重庆,少于15人,inn_yceijlmrmhcx,小微企业，大大的梦想。,3,2,"['活力& 创新', '轻松&自由']",活动运营专员,互联网/游戏/软件,兹九（重庆）,
62,33,150,120,广州,150-500人,inn_useq0h15urxo,广州卓动信息科技有限公司，深耕于游戏发行、游戏研发、电商应用、工具应用、企业服务等多领域；  业务已,6,5,"['灵活上班时间', '双休', '部门团建', '大牛多', '多元化福利', '扁平化']",UI设计实习生,互联网/游戏/软件,广州卓动,
63,44,300,150,北京,2000人以上,inn_lsbkdqyzorib,中国领先的网络安全、大数据与安全云服务提供商。,5,4,"['团建&amp;amp;amp;出国游', '发展前景']",前端开发工程师J11791,互联网/游戏/软件,天融信科技集团,
64,12,150,100,成都,500-2000人,inn_fk7chs3ue0is,中国领先的数字营销与电商服务专家。,5,5,"['助力于成长', '行业领导者', '锻炼自我']",数据流量优化专员（成都）,互联网/游戏/软件,灵狐科技,
65,4,180,150,上海,15-50人,inn_rssuudzidyyo,互普软件完美你的信息安全,12,5,"['引发成长动力', '地铁口']",销售工程师-实习,互联网/游戏/软件,互普软件,
66,7,150,120,南京,50-150人,inn_ebenoh5bht3c,E-Learning行业的领导者,3,5,"['领导好', '年轻', '法定节假日', '一起成长']",校园推广实习生,互联网/游戏/软件,天柏科技,
67,23,150,100,北京,50-150人,inn_v2k1ui7wbpib,专注于装修、建材、家居垂直领域的电子商务平台,9,5,"['90后主宰', '培训完善', '提供转正机会', '一对一师徒制', '一年三次晋升机会', '免费工作餐', '五险一金', '员工旅游', '提供宿舍']",活动运营,互联网/游戏/软件,轻松装,
68,44,500,300,北京,2000人以上,inn_mwra46z1ng7o,中国领先的网络安全、大数据与安全云服务提供商。,12,5,"['团建&amp;amp;amp;出国游', '发展前景']",商务投标专员（校招）J11816,互联网/游戏/软件,天融信科技集团,
69,2,150,100,苏州,50-150人,inn_p4bs60tpftbh,专业在线零售解决方案供应商与全流程服务商,3,5,"['电商', '高大上客户', '参与团队决策', '专业提升巨大', '互联网公司，发展前景好', '跨境B2C', '全球化', '学习型', '转正机会']",运营助理,互联网/游戏/软件,ecMAX,
70,29,200,100,北京,2000人以上,inn_nuhdytuoy50s,易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国的汽车互联网企业,7,4,[],管培生（政府事务方向）J11116,互联网/游戏/软件,易车网,
71,6,200,120,成都,2000人以上,inn_nu4b1k95njtk,专业的综合网上购物商城,3,5,"['责任', '高效', '进取', '开放']",京东行政实习生,互联网/游戏/软件,京东,
72,4,200,150,上海,15-50人,inn_gfw3paabv6vh,一家专业的营销技术服务公司,8,5,"['团队很和谐', '技术提升', '行业领先']",新媒体运营实习生,互联网/游戏/软件,矩云信息,
73,8,500,250,无锡,15-50人,inn_ez0z6oemyyhh,主要致力于软件工程、软件外包，软件实施等相关业务,3,5,"['工作能力锻炼', '工作氛围好']",自动化测试开发实习生,互联网/游戏/软件,锐聘软件,
74,3,400,300,北京,50-150人,inn_v4fpzub4pplq,打造国内领先的知识技能共享平台！,12,5,"['团队充满活力', '务实', '发展机会多', '创业公司', '氛围和善', '美丽善良的小伙伴', '公司前景好', '发展机会']",课程顾问,互联网/游戏/软件,道可道也,
75,27,300,150,北京,150-500人,inn_zx31jrhd5iku,优贝在线是一直专注于高质量音视频播放、特效处理和网络视频互动领域的产品研发和业务拓展的在线平台,10,5,"['团队好', '免费餐', '招聘实习生', '能力锻炼', '公司福利好']",Android开发实习生,互联网/游戏/软件,vv音乐,
76,7,150,100,深圳,500-2000人,inn_llxp24vcssa5,深圳市思迪信息技术股份有限公司于2006年8月8日在深圳成立，是中国领先的金融科技软件解决方案提供商,6,5,"['内容丰富', '成长速度快', '良好团队氛围', '发展前景']",业务咨询顾问（售前）,互联网/游戏/软件,思迪信息,
77,17,200,100,青岛,150-500人,inn_ehzv6nicydgg,集高新科技研发、技术支持及互联网技术安全为一体的科技公司,3,5,"['公司前景好', '超强团队', '全方位培训', '环境高大上', '轻松和睦']",Python开发实习生,互联网/游戏/软件,乾璟科技,
78,8,60,40,北京,150-500人,inn_if0c1oocjwcf,2001年经国家科技部批准组建，专门从事农业信息工程技术和装备研究开发,12,5,[],LabVIEW软件系统程序设计,农林牧渔/其他,北京农业信息技术研究中心,
79,6,500,400,宁波,50-150人,inn_rtqicsj0vyks,二维码一站式服务提供商,6,5,"['零食水果', '老板不任性', '最具前景公司', '晋升空间大', '互联网精神', '人体工学椅']",产品助理,互联网/游戏/软件,草料二维码,
80,7,200,150,上海,50-150人,inn_2psyxbabdvch,一家为离散制造业提供智能工厂解决方案的互联网公司,3,5,"['工作环境棒', '领导同事都很nice']",产品助理,互联网/游戏/软件,新核云,
81,498,180,120,北京,2000人以上,inn_e8hxraeq4hoj,用科技创造美好未来,3,5,"['科技公司', '金融服务', '实习留用机制', '福利丰富', '团队年轻']",生态运营实习生ZP2010200450,互联网/游戏/软件,京东数科,
82,7,200,150,杭州,50-150人,inn_wvb5cld0zobk,自有美妆品牌孵化企业,3,5,"['发展机会', '年轻人的世界', '学习平台多', '餐补', '五险一金', '早十晚七双休']",管培生,互联网/游戏/软件,北京拍店,
83,2,250,200,深圳,500-2000人,inn_yx84jbn6l73y,一家具备完善的研发、实施能力的优质SaaS企业,6,5,[],web前端开发实习生【2021届】,互联网/游戏/软件,纷扬科技,
84,4,200,120,杭州,15-50人,inn_pxplq34io2nd,主营产品是基于计算机视觉技术对线下消费者行为进行大数据分析,7,4,"['下午茶福利', '贴心导师', '环境宽松', '进步空间大', '定期免费体检', '办公环境好', '老板好', '有发展']",前端工程师（实习）,互联网/游戏/软件,昇星科技,
85,15,150,80,上海,15-50人,inn_03xydqtxg824,优复教育是一家面向10到18岁青少年的互联网在线教育科技公司。,4,5,"['培训体系优', '薪酬待遇好', '公司大牛多', '团队氛围好', '晋升空间大', '授予股权', '有假期', '零食饮料不限量', '毕业生接收', '充满挑战']",UI设计,互联网/游戏/软件,优复教育,
86,4,150,100,成都,150-500人,inn_thjqb5udbreo,一家专门从事移动互联网信息服务及手机信息服务的高科技企业,3,5,"['团队大牛云集', '广阔发展空间', '有挑战性']",人力资源实习生,互联网/游戏/软件,翼联科技,
87,2,400,300,上海,15-50人,inn_osmfkr4piodw,德资背景的IT咨询公司,7,5,[],Java开发实习生,互联网/游戏/软件,msg systems,
88,10,120,100,广州,2000人以上,inn_4kxxzdxwg3m5,上海思芮信息科技有限公司为东软控股集团全资子公司，前身为东软软开事业部,6,5,['发展前景好'],招聘实习生,互联网/游戏/软件,思芮信息,
89,6,150,120,上海,500-2000人,inn_fjctirroypjx,中国网上药店的领导企业，是目前国内规模庞大的电商售药平台之一,3,4,[],运营实习生,互联网/游戏/软件,1药网,
90,1,150,100,上海,50-200人,inn_2x6igiwzoasn,颠覆传统的奇葩创意旅行公司，为青年小团队旅行呕心沥血十年，带来省心、安全、深入、快乐的精彩旅行体验,3,4,"['创新团队', '前途好', '环境棒氛围好']",旅行顾问实习生,互联网/游戏/软件,稻草人旅行网,
91,1,150,100,南京,2000人以上,inn_06c1ouqp58hu,软通动力子公司,6,5,"['双休& a险', '有发展', '气氛轻松', '带薪实习', '成长速度快', '气氛轻松']",招聘助理,互联网/游戏/软件,国电软通,
92,8,150,120,深圳,50-150人,inn_hixyndq8tp0v,一家从事纸质包装盒及其相关产品研发，生产与销售的生产厂家。,4,5,"['收入不封顶', '有创意有乐趣', '定向培养人才', '免费零食水果', '宽松氛围', '培训分享', '自带食堂', '巨大成长空间', '年轻、活力', '实现自我梦想']",亚马逊运营/B2C运营实习生,互联网/游戏/软件,欣天雅,
93,2,300,150,广州,50-150人,inn_6owvid3o3gme,一家专注于商业共享模式、多平台于综合项目整合的科技共享有限公司,12,6,"['共享经济', '创业型公司', '文化多元', '年轻朝气', '提升空间大', '发展机会多']",新媒体运营实习生,互联网/游戏/软件,恒兆电子商务,
94,8,250,150,深圳,50-150人,inn_tojbwbtzjajs,云锋金融集团是香港老牌证券公司,3,5,"['互联网金融', '弹性上下班时间', '员工Nice', '学习成长空间', '视野卓越', '年轻人的世界', '实习证明', '点心水果', '牛人遍布', '环境舒适']",前端开发（实习）,互联网/游戏/软件,云锋有鱼,
95,7,400,300,北京,500-2000人,inn_ehqa4ak8ymi4,为全球学习提供具创新和实用的教育产品,6,3,"['朝八晚五', '节假日福利', '年轻活泼']",视频后期包装实习人员,互联网/游戏/软件,优学天下,
96,18,100,80,上海,15-50人,inn_rpgrswsxw7la,『菠萝斑马居住指南』—家居行业有影响力的新媒体，拥有100W优质粉丝和强大的原创内容输出能力。,3,5,"['工作充实有挑战', '人才推荐奖', '高水平老大', '伙伴好', '互联网公司', '老板脑洞大', '轻松办公环境', '帅哥美女都多', '实操性强', '期待你的加入']",新媒体运营实习生,互联网/游戏/软件,菠萝斑马,
97,3,120,80,深圳,少于15人,inn_d5knbtixauk0,一家致力于打造全国领先的教育机构和亲子活动资讯服务平台的公司,3,5,[''],文员实习生,互联网/游戏/软件,山海教育,
98,36,250,150,深圳,150-500人,inn_xqtgmhlbz69v,主板上市游戏公司，明星产品有：《问道》、《不思议迷宫》、《地下城堡》、《地下城堡2》,3,5,"['环境高大上', '行业领导者', '薪酬福利好', '专业、活力、创造', '实习商业保险', '美味餐厅', '每月固定观影福利']",招聘实习生,互联网/游戏/软件,吉比特,
99,50,300,180,广州,50-150人,inn_bm9uifhepx60,"集网络游戏开发、发行于一体的互联网高新技术企业,",6,5,"['五险 年终奖丰厚&  节假日福利&  员工旅游', '高薪&  奖金', '都是年轻人']",服务端开发实习生,互联网/游戏/软件,灵感科技,
100,5,120,100,杭州,50-150人,inn_taa7gt6cv18h,“让创业不再孤单、让创业变得简单、让创业更加好玩”是我们想要达到的美丽新世界 ,3,5,"['一起成长', '扁平化管理', '自由灵活', '良好工作环境', '创造性']",Java后端开发实习生,企业服务/咨询,湖畔良仓,
101,5,120,100,杭州,50-150人,inn_ftqll0zwef52,“让创业不再孤单、让创业变得简单、让创业更加好玩”是我们想要达到的美丽新世界 ,3,5,"['一起成长', '扁平化管理', '自由灵活', '良好工作环境', '创造性']",Web前端开发实习生,企业服务/咨询,湖畔良仓,
102,145,100,80,合肥,2000人以上,inn_qtwy2omofs8j,中国的智能语音技术提供商,3,5,"['有梦想', '年轻活泼', '漂亮小姐姐', '岗位补助', '已审核', '产品有前景']",合同管理实习生,互联网/游戏/软件,科大讯飞,
103,225,150,100,广州,2000人以上,inn_tzcio2nlkgt4,游戏热爱者,3,4,"['文化开放', '优秀的团队', '机制健全', '大家庭', '实习待遇好', '学习平台大']",社群及活动运营实习生,互联网/游戏/软件,网易游戏,
104,11,120,80,北京,50-150人,inn_oyjqner7wzjc,一家定位为智能新媒体技术云服务商,3,3,"['大数据，算法，新媒体，AI', '美女帅哥', '实习可转正', '有发展前景', '办公地点nice']",产品经理实习生,互联网/游戏/软件,钛氪新媒体科技,
105,11,100,50,北京,50-150人,inn_ixkohliqfnmg,一家定位为智能新媒体技术云服务商,3,3,"['大数据，算法，新媒体，AI', '美女帅哥', '实习可转正', '有发展前景', '办公地点nice']",人事实习生,互联网/游戏/软件,钛氪新媒体科技,
106,5,400,300,北京,15-50人,inn_mhrxq8ne6hpa,专注于区块链产品,3,6,"['区块链', '阿姨做饭', '大神带队', '美女多']",海外社区运营,互联网/游戏/软件,并集科技,
107,5,250,200,北京,15-50人,inn_mcmkxdqltwuz,专注于区块链产品,3,4,"['区块链', '阿姨做饭', '大神带队', '美女多']",nodejs前端开发实习生,互联网/游戏/软件,并集科技,
108,3,150,100,北京,15-50人,inn_wcsy6ppewm3m,北京聚信众联科技有限公司是蔷薇控股旗下的独立法人子公司，成立于2019年6月，注册资本1000万。依,3,5,"['氛围爆好', '爱学习', '弹性管理', '五星办公环境']",招聘实习生,互联网/游戏/软件,聚信众联,
109,1,150,100,厦门,50-150人,inn_kchpyzz4t7oz,2012年6月8日正式成立，由厦门大学网络工程专业5位志同道合的毕业生投资合伙，专业从事互联网技 术,6,5,[],销售专员,互联网/游戏/软件,大律师网,
110,3,150,120,北京,15-50人,inn_wsieb0oi1b3p,北京聚信众联科技有限公司是蔷薇控股旗下的独立法人子公司，成立于2019年6月，注册资本1000万。依,3,5,"['氛围爆好', '爱学习', '弹性管理', '五星办公环境']",售前工程师,互联网/游戏/软件,聚信众联,
