maxsal,minsal,intern_num,city,scale,c_desc,month_num,day,c_tag,name,industry,c_name,
150,150,7,上海,50-150人,专注于移动互联网虚拟化技术研发和运营的高科技企业！,6,3,"['我们环境好', '办公时间灵活', '成长空间好', '薪资福利好', '弹性上班', '上班位置方便', '快乐的氛围', '旅游', '氛围爆好', '精英多多']",SEO优化助理(实习),互联网/游戏/软件,卓盟科技,
200,150,4,上海,2000人以上,创立于1979年，隶属于招商局集团旗下，集房产开发销售/租赁经营/物业管理于一体的全国前十的千亿房企,2,5,[],市场营销实习生,房产/家居/物业/建筑,金地集团,
500,300,29,全国,150-500人,“家长少花钱，老师多挣钱”的家教平台,1,1,"['团队氛围', '提升空间大', '大平台', '能学到干货', '寒暑假期', '去哪儿实习生', '有情怀', '使命必达', '一起做大事', '团队好']",上面授课辅导老师家教实习生,教育/培训,优思家教,
300,200,3,北京,15-50人,聚集粉丝力量，让IP开发变简单，致力于成为粉丝时代的作家服务领导者,3,2,"['专业指导人', '泛娱乐新兴行业', '高速增长公司', '弹性上下班', '实习可转正', '青年团队', '创业氛围']",图片素材设计师,互联网/游戏/软件,阅路小说,
150,150,12,杭州,15-50人,"尼禄（杭州）软件有限公司位于浙江省杭州市西湖区文三路莱茵达大11F,属于外资企业，经营一直稳中有进。",4,3,"['管理规范', '氛围和善', '校园实习生']",技术支持实习生,互联网/游戏/软件,尼禄,
300,200,7,上海,15-50人,大雁资产是一家由华尔街资深对冲基金交易员和世界计算机科学家共同成立的量化私募投资公司。,6,5,[],Python开发工程师（实习）,金融/经济/投资/财会,大雁资产,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,3,5,"['工作环境超棒', '节日大礼包', '餐补']",产品经理实习生（用户增长方向）,互联网/游戏/软件,欢聚集团,
200,120,4,上海,15-50人,互普软件完美你的信息安全,12,5,"['引发成长动力', '地铁口']",实习生-销售助理,互联网/游戏/软件,互普软件,
200,150,15,杭州,500-2000人,迈特望主要从事行业解决方案、电子商务、O2O平台、大数据平台、移动终端应用。,12,5,"['技术大牛多', '学到东西多', '实操性强']",人力资源助理,互联网/游戏/软件,迈特望,
300,180,4,广州,50-150人,您所向往的家，都在御舍,3,5,"['福利多', '职位晋升', '零食下午茶', '员工生日', '五险& 双休', '系统培训']",web前端开发,房产/家居/物业/建筑,御舍装饰,
300,200,356,深圳,2000人以上,致力于打造一个线上线下一体化的E2E智能生态系统,12,6,"['TB &amp;amp;amp; 出国游', '人才推荐奖', '高薪行业', '过节福利多多', '五险', '公平公正公开晋升制度', '福利待遇优', '互联网公司，发展前景好', '高颜值，有趣友善的小伙伴']",核算会计,房产/家居/物业/建筑,乐有家控股集团,
180,150,1,上海,2000人以上,中国领先的个人投资与交易服务商，致力于通过金融科技与移动互联网向客户提供优质的金融信息、工具和服务。,3,3,"['金融科技', '人工智能']",档案实习生,金融/经济/投资/财会,银科控股,
0,0,2,深圳,500-2000人,腾讯旗下互联网保险平台,3,5,"['年轻人聚集地', '互联网精神']",21届秋招-计算机视觉算法工程师,金融/经济/投资/财会,wesure微保,
150,100,5,深圳,15-50人,留学目的地一站式服务整合平台,3,5,"['工作环境舒服', '有下午茶', '团建', '创业激情', '留学生团队', '自由灵活', '弹性时间', '五险一金', '年终奖', '绩效提成']",内容运营,教育/培训,香不香港,
150,100,1,南京,少于15人,成立于2016年；文创服务；工艺礼品销售；花卉苗木销售、租赁；面向成年人开展的培训服务。等,4,5,"['五险', '内训', '季度奖金']",花店助理,广告/公关/市场推广/会展,花沙文化创意,
100,50,8,合肥,50-150人,合肥酷町堂网络科技有限公司是一家致力于在青少年间普及和推广计算机编程，为青少年提供专业的编程教育平台,9,5,"['资源多', '气氛浓厚', '有活力的团队', '去中心化', '快速晋升', '正能量', '留用机会大', '逗比同事']",教务管理,教育/培训,酷町堂,
150,120,6,成都,50-150人,一家关于品牌策划、品牌企业营销公司,6,6,[],客服实习生（线上咨询）,互联网/游戏/软件,巨方品牌策划,
120,100,14,苏州,150-500人,苏州兰德集团成立于2007年，经过十余年的发展，现已成为一家综合型企业集团。,6,5,[],艺术馆项目策划与执行,房产/家居/物业/建筑, 兰德集团,
1000,800,34,成都,500-2000人,一家以“情商语文”为特色，数学、英语、物理、化学、国学和书法等学科共同发展的综合性教育企业,6,5,"['有成长空间', '发展速度快', '晋升空间明确']",校长管培生,教育/培训,心田花开,
150,80,21,成都,150-500人,专业管家式教育倡导者。,11,5,"['高效团队', '开放办公', '快速成长', '行业发展优势', '年轻人的平台', '轻松活跃', '入职培训', '氛围融洽', '小鲜肉多多哒']",课程顾问（高新）,教育/培训,新全优教育,
150,120,2,北京,150-500人,一个从事基于互联网及移动技术的招投标行业信息类、交易类数据综合服务平台运营商,3,4,"['七险一金', '周末双休', '定期培训', '轮岗机会']",商务实习生,互联网/游戏/软件,国信创新,
100,80,3,广州,150-500人,上药控股广东有限公司成立于1998年1月8日，前身为广东中山医医药有限公司，现发展为广东省知名现代供应链服务的平台化企业,3,5,"['大企业', '周末双休', '晋升制度完善', '办公室氛围好']",采购助理,医疗/健康/制药/生物,上药广东,
180,120,1,天津,150-500人,上海进步信息科技有限公司成立于2009年，致力于从事科技推广和应用服务业,3,5,"['福利丰厚', '医药', '团队优异', '商业保险福利', '实习证明']",银行设备运营管理员,企业服务/咨询,上海进步,
150,100,8,武汉,15-50人,我们是华语圈口碑的电影短视频创作者，坐拥海内外百万粉丝，引领知性创意兼具的优质内容前沿。,12,5,"['思想碰撞', '成长空间好', '优秀可转正', '有大牛带', '免费饮料咖啡供应', '储备干部', '环境好', '简单真诚']",用户运营实习生,互联网/游戏/软件,看电影了没,
150,100,6,佛山,2000人以上,致力成为以客户为中心，覆盖快递、快运、整车、仓储与供应链、跨境等多元业务的综合性物流供应商,10,6,"['技能培训', '福利待遇优', '优秀团队', '年轻实干', '技术分享', '高效学习', '靠能力吃饭', '升职快', '成长空间大', '龙头企业']",人力资源实习生,交通/贸易/物流,德邦快递,
180,120,2,杭州,500-2000人,专注于电商营销的公司,10,5,"['工作氛围极好', '实习可转正', '各种活动', '周末两天休息']",天猫运营助理,互联网/游戏/软件, 思珀特,
100,50,5,武汉,少于15人,黑快马致力于协助光谷地区入驻企业实现快速职场搭建,6,5,[],运营,企业服务/咨询, 黑快马,
150,100,15,上海,500-2000人,亚洲领先的整体人才解决方案服务商,3,4,"['有大牛', '大平台', '培养品质', '富有挑战']",BD实习生,企业服务/咨询,科锐国际,
300,150,10,广州,50-150人,一家注重教学品质和提分成效的艺术生文化课培训学校,8,6,['新教育新梦想'],高中数学,教育/培训,铭博教育,
150,100,9,成都,15-50人,用科技融合金融智慧。,12,4,"['智慧金融', '年轻活力', '学习机会多', '舒适环境', '大牛带', '转正机会', '发展机遇', '餐饮补贴']",日本时尚品牌运营实习生,互联网/游戏/软件,国君科技,
200,150,3,郑州,150-500人,一家集互联网开发、网络运营 、互联网服务于一体的网络科技公司,6,5,"['运营实习生', '智慧城市场景体验空间', '年终奖', '行业领头羊', '优秀导师', '老板更帅', '前沿技术']",web/H5前端开发工程师,互联网/游戏/软件,志尚科技,
200,150,26,上海,2000人以上,迪卡侬集团致力于大众运动领域，集运动用品研发、设计、品牌、生产、物流及全渠道零售为一体。,7,3,"['爱运动', '活力满满', '年轻化的团队', '专人带领', '实习佳地', '工作氛围活泼', '快速晋升', '发展迅速，空间大']",行政实习生,快消/百货/批发/零售,迪卡侬,
200,120,6,上海,少于15人,致力于用AI的算法，新的科技实现认知症更早更轻松的早期评估筛查。,3,5,"['amazon', '下午茶冷饮']",实习产品经理,医疗/健康/制药/生物,织生科技,
120,80,9,深圳,15-50人,集研发、生产、销售于一体的商用动力外骨骼机器人公司,12,6,"['广阔发展平台', '办公氛围好', '专业强', '员工年度旅游', '年轻团队', '股票期权', '实习留任', '办公环境舒适', '名校奖学金计划', '零食']",传感器系统实习生,汽车/机械/制造,Xeno Dynamics,
100,80,13,广州,15-50人,一家致力于品牌呈现与传播的综合性服务企业服务,1,6,[],新媒体运营实习生,广告/传媒/公关/展览,世方志文化,
200,100,16,上海,2000人以上,太平洋房屋隶属于太屋集团，深耕于上海市房地产经纪行业。,11,5,"['绩效奖金高', '可留任', '各种牛人', '十天年假', '竞争力薪资', '成长环境']",HRBP管培生,房产/家居/物业/建筑,太平洋房屋,
200,100,17,上海,15-50人,致力于打造一个领先、专业的新消费产业创新加速服务平台。,3,5,"['创业团队', '接触大牛', '创投圈', '快速学习']",新消费行业用户运营实习生,互联网/游戏/软件,浪潮新消费,
120,80,9,成都,15-50人,用科技融合金融智慧。,12,4,"['智慧金融', '年轻活力', '学习机会多', '舒适环境', '大牛带', '转正机会', '发展机遇', '餐饮补贴']",艺术时尚类新媒体实习生,互联网/游戏/软件,国君科技,
200,120,6,上海,少于15人,致力于用AI的算法，新的科技实现认知症更早更轻松的早期评估筛查。,3,5,"['amazon', '下午茶冷饮']",市场营销经理实习,医疗/健康/制药/生物,织生科技,
150,100,10,上海,500-2000人,泰康资产管理有限责任公司是中国的机构投资者之一,3,4,"['大平台', '行业巨头', '专属指导老师', '钱途无量']",人力资源部实习生,金融/经济/投资/财会,泰康资产,
200,200,24,上海,150-500人,一个有情怀的出国留学在线教育品牌,3,3,"['地铁周边', '5A写字楼', '美女如云', '领导同事好', '扁平管理', '氛围好有提升']",市场营销助理实习生,互联网/游戏/软件,趴趴英语,
300,150,114,全国,150-500人,新三板挂牌公司（股票代码831611）,3,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",会计编辑实习生,教育/培训,圣才电子书,
200,150,9,上海,50-150人,American technology company doing Smart products!,5,5,"['智能科技', '美资企业', '自由开放', '人工智能']",UX designer & Visual Content Creator,互联网/游戏/软件,Xavor Corporation,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,4,4,"['工作环境超棒', '节日大礼包', '餐补']",平台运营实习生,互联网/游戏/软件,欢聚集团,
120,100,54,上海,2000人以上,复星，一家致力于投资的国际化集团。,3,3,"['金融', '保险', '国际化', '工作气氛好', '开脑洞', '高科技', '人工智能']",人力资源管理实习生,金融/经济/投资/财会,复星集团,
150,100,9,成都,15-50人,用科技融合金融智慧。,12,4,"['智慧金融', '年轻活力', '学习机会多', '舒适环境', '大牛带', '转正机会', '发展机遇', '餐饮补贴']",文案策划实习生,互联网/游戏/软件,国君科技,
120,120,32,上海,2000人以上,全球人力资源行业的开创者及领导者。,3,4,"['人力资源', '专业技能', '500强外资', '交通便利', '靠谱的同事', '最短时间成为人才专家', '快速成长', '轻松和睦', '地理位置好']",HR人事薪酬福利实习生,企业服务/咨询,Manpower Group,
200,150,14,重庆,2000人以上,平安致力于成为国际领先的科技型个人金融生活服务集团。,3,5,"['专业的培训', '双休五 险', '高成长', '年轻& 活力', '学习机会', '成长快速']",证券实习生,金融/经济/投资/财会,平安普惠,
500,250,7,上海,15-50人,大雁资产是一家由华尔街资深对冲基金交易员和世界计算机科学家共同成立的量化私募投资公司。,3,3,[],开发工程师（实习生）,金融/经济/投资/财会,大雁资产,
150,100,19,苏州,2000人以上,英语口语教育平台，家赴美上市的在线教育机构,4,3,"['先进技术', '蓝海行业', '实习佳地', '有前景', '免费学英语']",人力资源助理实习生,教育/培训,51talk 无忧英语,
150,100,6,成都,15-50人,年轻人的同城兴趣社交生活圈,3,5,"['互联网创业', '高大上办公环境', '团队氛围', '人性化管理', '活动执行', '留用转正机会', '地铁口', '美女帅哥', '期待你的加入']",活动合作运营实习生,互联网/游戏/软件,聚否互联,
200,150,7,杭州,15-50人,一家从事英语移动学习系统研发的公司。,1,3,"['创业型公司', '年轻化的团队', '过节福利', '工作氛围优良', '签实习协议', '有憧憬', '不定期聚会', '开具实习证明', '美丽善良的小伙伴', '有大牛']",英语内容编辑实习生,互联网/游戏/软件,知米英语,
150,120,34,广州,150-500人,专注品牌事业十余年，是一家兼具国际视野、创新动力、全方位跨平台的品牌咨询与设计整合服务公司。,3,3,[],测试实习生,互联网/游戏/软件,前沿开发,
100,100,9,上海,15-50人,公司成立于2003年，常年从事企业内训和E-learning课程开发,3,3,"['发展机会多', '环境温馨', '双休  五险', ';  活跃']",视频脚本写作助理,教育/培训, 万雍企业管理顾问,
200,150,2,上海,15-50人,生物医疗自动化器械,3,4,"['无限可能', '技术牛人云集', '项目超赞']",工业设计,医疗/健康/制药/生物,玄刃科技,
120,100,44,北京,2000人以上,一家专注产品和服务品质的专业地产公司,3,5,[],供应链管理部采购管理中心实习生,房产/家居/物业/建筑,龙湖集团,
800,500,8,全国,2000人以上,一家专注于初高中学生在线1对1辅导的教学机构,4,1,"['周末双休& 五险一金', '零食饮料X-box', '优秀导师', '带薪休假']",在线小学英语家教辅导老师,教育/培训,理优教育,
200,150,8,深圳,50-150人,云锋金融集团是香港老牌证券公司,3,5,"['互联网金融', '弹性上下班时间', '员工Nice', '学习成长空间', '视野卓越', '年轻人的世界', '实习证明', '点心水果', '牛人遍布', '环境舒适']",设计实习生,互联网/游戏/软件,云锋有鱼,
100,50,5,广州,15-50人,致力于推动企业、公众与政府共同采取环境友好的塑料生产、消费和处理模式,3,3,[],传播实习生,公共事业/NGO/政府,摆脱塑缚,
150,100,14,重庆,2000人以上,平安致力于成为国际领先的科技型个人金融生活服务集团。,3,5,"['专业的培训', '双休五 险', '高成长', '年轻& 活力', '学习机会', '成长快速']",管培生（银行方向）,金融/经济/投资/财会,平安普惠,
120,100,3,北京,150-500人,患者至上 医者收益 持续以创新方式构建开放式医疗平台 提供全里程健康解决方案,6,4,"['贴心下午茶', 'open老板', '下午茶福利', '环境高大上', '激情团队', '年轻人的平台']",投资实习生,医疗/健康/制药/生物,新里程,
200,150,4,上海,2000人以上,创立于1979年，隶属于招商局集团旗下，集房产开发销售/租赁经营/物业管理于一体的全国前十的千亿房企,3,5,[],marketing方向实习生,房产/家居/物业/建筑,金地集团,
100,100,1,济南,500-2000人,致力于成为以卓越房地产实业为基础，具有领先产业投资能力的投融资集团,5,4,"['平台大', '有饭贴', '福利环境超好', '自由发挥平台', '薪酬福利优厚']",人力资源实习生,房产/家居/物业/建筑,远洋地产,
120,100,5,北京,150-500人,一家专注于电影营销的影视类服务公司,6,5,"['老板nice', '拓展人脉圈', '工作环境好', '电影营销', '自由氛围', '年轻人的世界', '集体看电影']",财务实习生,广告/传媒/公关/展览,伯乐营销,
100,100,4,贵阳,50-150人,贵州广播电视台下属的全国资公司，主要从事IPTV（交互式网络电视）、手机电视等广电新媒体业务。,3,5,"['环境好氛围好', '成长空间', '导师亲自指导', '培训机制', '90后的舞台', '年轻人聚集地', '团队轻松活跃', '周末双休;五险', '带薪年休假、节日福利', '免费健身房']",运营编辑实习生,广告/传媒/公关/展览,贵州广电新媒体,
300,150,8,杭州,15-50人,打造一个属于孩子的课堂,3,5,"['公司氛围友爱', '人才落户']",课程顾问/招生顾问（西溪银泰）,教育/培训,三问数学,
250,200,18,深圳,15-50人,战吼拥有一个充满激情又极具才华的团队，是一家专注于游戏研发和运营的创新型游戏公司。,3,4,[],Unity3d 工程师 (实习),互联网/游戏/软件,战吼（BattleCry）,
150,120,62,上海,2000人以上,18年9月上市纳斯达克，国内移动内容聚合股,3,5,[],内容运营实习生,互联网/游戏/软件,趣头条,
500,400,6,宁波,50-150人,二维码一站式服务提供商,6,5,"['零食水果', '老板不任性', '最具前景公司', '晋升空间大', '互联网精神', '人体工学椅']",测试实习生,互联网/游戏/软件,草料二维码,
150,100,8,宁波,2000人以上,蔚来不仅仅是一家汽车企业。通过提供高性能的智能电动汽车与用户体验，蔚来致力于为用户创造愉悦的生活,6,5,"['旅游机会', '稳定高速增长', '互联网模式', '公司前景好', '地铁旁']",交付运营实习生,互联网/游戏/软件,蔚来汽车,
140,120,0,北京,150-500人,日本著名咨询与信息系统服务商-野村综合研究所的在华全资子公司,2,3,[],业务助理实习生,互联网/游戏/软件,野村综研（北京）,
180,150,16,西安,2000人以上,国内领先的 K-12 在线教育公司， 2012 年成立，总部位于北京，是中国 K-12独角兽公司。,2,5,"['行业顶尖', '节日福利', '全年十三薪', '六险一金', '每日下午茶', '双休']",实习辅导老师,互联网/游戏/软件,猿辅导在线教育,
180,150,16,上海,150-500人,LAMY，因中国事业的飞速发展，特此诚聘志同道合的伙伴加入，与LAMY一起共创未来。,12,6,"['创业型', '签实习协议', '帮助学生成长', '有发展前景', '团建活动&amp;a五险一金', '提供转正机会', '13薪&amp;amp;amp; 年终奖', 'nice队轻松活跃', '培训体系']",LAMY 人事行政管培生,快消/百货/批发/零售,LAMY,
150,100,13,苏州,150-500人,昆山杜克大学是一所非营利性的中美合作办学机构，由杜克大学和武汉大学联合创办。,4,5,"['开放舒适办公环境', '制度完善', '美丽善良的小伙伴', '有食堂、班车', '文化多元']",社交媒体实习生,教育/培训,昆山杜克大学,
120,100,8,广州,150-500人,一家在线知识付费+电商的互联网公司,6,5,"['包餐', '优厚薪资', '免费咖啡零食', '轻松自由', '福利多多', '弹性上班']",前台实习生/行政助理,互联网/游戏/软件,灵机文化,
150,100,11,上海,500-2000人,中国领先的“管理+IT”综合咨询服务机构,3,5,[],新媒体运营专员,企业服务/咨询,AMT,
200,150,225,上海,2000人以上,游戏热爱者,3,3,"['文化开放', '优秀的团队', '机制健全', '大家庭', '实习待遇好', '学习平台大']",用户研究实习生-上海,互联网/游戏/软件,网易游戏,
150,100,10,佛山,2000人以上,以机器人本体及其核心零部件、相关机器人核心技术，智能机器人系统的研发、智造、运营为业务内容的科技公司,4,5,"['高端人才合作', '知识产权', '互联网+']",人工智能自然语言处理实习生,互联网/游戏/软件,博智林机器人,
150,100,67,广州,500-2000人,亚洲、全球第二的移动数字营销平台,3,5,"['发展平台大', '三餐+下午茶', '团建活动', '股权激励', '部门聚餐 ', '环境优越', '扁平化组织', '发展空间巨大']",人力资源实习生 （招聘&HRBP方向）,互联网/游戏/软件,汇量科技,
150,120,7,南京,50-150人,E-Learning行业的领导者,3,3,"['领导好', '年轻', '法定节假日', '一起成长']",校园代理,互联网/游戏/软件,天柏科技,
150,120,1,深圳,150-500人,智道是一家科技驱动、用户导向、为客户提供智能网联汽车综合服务的高科技公司。,3,4,"['带薪年假', '五险一金 周末双休', '福利环境超好']",数据录入实习生,互联网/游戏/软件,蘑菇车联,
120,100,2,珠海,50-150人,主要从事饮用天然水和饮料系列产品的科研、开发、生产与营销,6,5,"['氛围融洽', '福利多多', '活动多多']",市场部实习生,快消/百货/批发/零售,农夫山泉,
150,100,3,漳州,2000人以上,绿色发展，做精做强 开启“磷化工+科技”发展新纪元,4,5,"['引发成长动力', '上市公司', '发展空间大', '高大上', '资源平台前言', '转正机会', '资深大佬指导']",大堂经理助理（漳州）,互联网/游戏/软件,三泰控股集团,
300,150,20,北京,150-500人,梅卡曼德机器人致力于将智能赋予工业机器人，拥有一支清华等海内外名校出身的工程师队伍。,3,5,"['机器学习', '五险一金', '饭补车补', '清华海归团队', '机器人智能', '计算机视觉']",机器人应用实习生,互联网/游戏/软件,梅卡曼德,
180,100,2,上海,15-50人,央企背景下由专业团队打造的资管公司,3,3,"['发展好', '高成长', '团队优异', '央企资管实力雄厚']",大数据平台建设实习生,金融/经济/投资/财会,先融资管,
50,0,7,广州,50-150人,是有着20年历史的国内一流期刊《新周刊》旗下企业,3,5,"['团队氛围超赞', '年轻团队', '激情无限', '自由', '有大牛带', '工作环境棒', '爱才如子', '文青聚集地', '结交八方朋友']",新媒体文案实习生（文创）,广告/传媒/公关/展览,新周刊新媒体,
250,150,3,深圳,15-50人,一家崛起的跨境电商公司,6,5,"['创新&活跃', '提供留任机会', '节假日礼物', '专业指导', '自由度高']",速卖通运营,互联网/游戏/软件,简优品尚,
150,100,3,青岛,2000人以上,世界500强，全球四大气体供应商之首,3,5,"['优秀团队', '发展前景好']",HR实习生（青岛）,汽车/机械/制造,液化空气,
150,100,9,武汉,150-500人,致力于为全球消费者及商家提供商品贸易的整合供应链服务,6,5,"['营销鬼才', '帅哥美女福利', '奖金', '月度生日会', '有情怀']",lazada运营（东南亚）,交通/贸易/物流,云弈贸易,
300,180,10,广州,2000人以上,精锐教育由哈佛、北大精英创立，致力于提升0-18岁学生的核心素养 ,3,6,"['五险各项福利', '爱才如子', '企业文化好']",教育顾问（中大北门校区）,教育/培训,精锐教育,
180,120,4,杭州,500-2000人,高端美式早教中心,6,5,"['团队氛围棒', '行业有前景', '平台广阔', '教育', '薪资奖励机制', '双休& 五险']",双语早教老师,教育/培训,NYC纽约国际儿童俱乐部,
200,100,3,南宁,150-500人,广西沃亿投资有限公司是一家以房地产经纪业务为核心发展的房地产综合服务体 ,3,6,[],市场营销实习生,房产/家居/物业/建筑,广西沃亿,
200,100,3,上海,15-50人,BIOLOG-E是集医药制药分析、制药技术、制药、医药原料、医疗医药、生物实验、生物制药于一体的生物制药行业国际展览专业服务型贸易公司,6,5,"['项目多样性', '团队年轻化', '节假日礼金', '高端资源平台', '薪酬福利优厚']",国际销售顾问,广告/传媒/公关/展览,柏勒国际会展,
150,80,34,成都,500-2000人,一家以“情商语文”为特色，数学、英语、物理、化学、国学和书法等学科共同发展的综合性教育企业,5,5,"['有成长空间', '发展速度快', '晋升空间明确']",化学教师,教育/培训,心田花开,
300,200,75,西安,500-2000人,人力资源服务,2,5,[],美国应用材料公司-数据迁移实习生,企业服务/咨询,外企德科,
200,100,29,北京市,2000人以上,易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国的汽车互联网企业,8,4,[],设计实习生J10837,互联网/游戏/软件,易车网,
100,80,24,沈阳,2000人以上,金融保险、银行、投资等金融业务为一体的整合、紧密、多元的综合金融服务集团,3,5,[],管理培训生（管培生）,金融/经济/投资/财会,中国平安,
200,150,4,广州,少于15人,华南专业FA,3,3,"['人性化管理', '关注员工发展', '环境好氛围好', '提供实习证明']",寻访员,企业服务/咨询,创互FA,
150,100,45,银川,2000人以上,致力于成为大型企业数字化转型的使能者,6,5,"['优秀的团队', '技术', '留用转正机会']",运营实习生（银川）,互联网/游戏/软件,亚信科技,
200,100,7,郑州,150-500人,主要经营范围为设计、制作、代理、发布国内广告业务等。,2,6,[],经理助理,广告/传媒/公关/展览,赛可赛,
150,100,2,杭州,15-50人,基于餐饮智能化设备开发，以功能性和需求性为核心，专注于食品级产品研发和智能化系列设备的推广 ,3,3,[],渠道推广,餐饮/酒店/旅游/娱乐,壹柜智能,
200,150,17,青岛,150-500人,集高新科技研发、技术支持及互联网技术安全为一体的科技公司,3,5,"['公司前景好', '超强团队', '全方位培训', '环境高大上', '轻松和睦']",视频剪辑实习生,互联网/游戏/软件,乾璟科技,
180,150,4,杭州,500-2000人,高端美式早教中心,6,5,"['团队氛围棒', '行业有前景', '平台广阔', '教育', '薪资奖励机制', '双休& 五险']",行政前台实习生,教育/培训,NYC纽约国际儿童俱乐部,
200,150,2,杭州,50-150人,致力于为中国中小制造企业商品出海拉美国家，为国内生产制造企业提供完整的拉美市场出海电商服务,2,6,"['前途好', '提供转正', '带薪培训', '生日福利', '部门聚餐']",敦煌网跨境电商招商专员（实习生）,互联网/游戏/软件,墨衍信息技术,
300,150,8,北京,50-150人,依托国际化顶尖人才梯队共建的新型研发机构,3,4,['大牛云集'],区块链产品实习生,电子/通信/硬件,微芯研究院,
150,100,7,苏州,2000人以上,致力于为全球客户提供的商业/IT咨询、解决方案以及外包服务,6,5,"['高速成长', '敢创新', '公司氛围友爱', '工作环境棒', '英语环境', '年度体检', '同事可爱', '六险一金', '团队建设&amp;团队旅游', '沟通培训']",英文标注实习生,互联网/游戏/软件,文思海辉,
150,100,1,南京,50-150人,钉子网络科技旗下自研产品“知末网”是卓越的装修设计一站式平台,4,5,"['零食不限量', '公司发展前景', '设计& 惊喜', '年轻人聚集地', '各种福利多多', '杂志随便看']",设计实习生,互联网/移动互联网/电子商务,知末网,
150,100,8,成都,500-2000人,中国化学试剂行业的领先者,6,5,['留用机会'],销售助理（成都成华区）,化工/能源/环保,国药化试,
200,150,8,宁波,2000人以上,蔚来不仅仅是一家汽车企业。通过提供高性能的智能电动汽车与用户体验，蔚来致力于为用户创造愉悦的生活,6,4,"['旅游机会', '稳定高速增长', '互联网模式', '公司前景好', '地铁旁']",产品专家实习生,互联网/游戏/软件,蔚来汽车,
150,100,2,杭州,150-500人,恒生电子控股公司是中国重要的金融资讯服务供应商之一。,6,5,"['周末双休', '五险一金', '地铁周边', '公司氛围好']",数据采集实习生（2021届）,金融/经济/投资/财会,恒生聚源,
150,100,1,上海,15-50人,帮助英国国际学校落地中国的桥梁,3,3,[],市场项目专员实习,教育/培训,欧泊,
150,120,8,北京,50-150人,北京金凯伟业咨询有限公司是由我国早一批预算绩效管理研究和实践人员发起的，专注于提供公共财政领域管理咨询服务的专业咨询公司,3,5,"['福利旅游', '食住补贴', '六险一金']",商务实习生,政府/公共事业/非营利机构,金凯伟业咨询 ,
180,120,10,成都,15-50人,致力于计算机软硬件研发，计算机信息技术咨询，网页设计等。,3,3,[],市场推广—营销策划实习生（成都）,化工/能源/环保,中运天成,
300,180,16,北京,150-500人,LAMY，因中国事业的飞速发展，特此诚聘志同道合的伙伴加入，与LAMY一起共创未来。,12,6,"['创业型', '签实习协议', '帮助学生成长', '有发展前景', '团建活动&amp;a五险一金', '提供转正机会', '13薪&amp;amp;amp; 年终奖', 'nice队轻松活跃', '培训体系']",北京东方店销售顾问,快消/百货/批发/零售,LAMY,
200,150,26,成都,2000人以上,一家集房产交易服务、资产管理服务为一体以数据驱动的价值链房产服务平台,3,5,"['给力的福利', '出国带薪旅游', '五险一金', '活力强', '高薪资高挑战']",房产销售实习生,房产/家居/物业/建筑,链家,
150,100,17,佛山,50-150人,一家主要从事青少年体育培训业务的公司,6,5,"['年轻的创业团队', '助力于成长', '奖励旅游']",实习篮球教练,教育/培训,荣耀盛世体育,
150,100,13,中山,2000人以上,晓培优是晓教育集团旗下中小学培优辅导品牌,6,5,"['团队充满活力', '90后企业', '成长空间']",班主任/学管师/教务专员/课程顾问,教育/培训,晓培优,
120,120,10,上海,50-150人,青桐资本是由业内资深投行人士和成功创业家共同发起组建的新经济投行，关注大消费、教育、企服等9大领域。,3,3,[],PR实习生,金融/经济/投资/财会,青桐资本,
250,150,8,深圳,50-150人,云锋金融集团是香港老牌证券公司,3,5,"['互联网金融', '弹性上下班时间', '员工Nice', '学习成长空间', '视野卓越', '年轻人的世界', '实习证明', '点心水果', '牛人遍布', '环境舒适']",产品实习生,互联网/游戏/软件,云锋有鱼,
400,200,1,杭州,50-150人,中国的企业协同服务平台,3,5,"['这里有梦想', '快乐的氛围', '周末双休']",量化算法实习生,互联网/游戏/软件,光是科技,
200,150,12,杭州,15-50人,"尼禄（杭州）软件有限公司位于浙江省杭州市西湖区文三路莱茵达大11F,属于外资企业，经营一直稳中有进。",4,5,"['管理规范', '氛围和善', '校园实习生']",后端开发实习生,互联网/游戏/软件,尼禄,
250,150,15,南京,500-2000人,迈特望主要从事行业解决方案、电子商务、O2O平台、大数据平台、移动终端应用。,3,5,"['技术大牛多', '学到东西多', '实操性强']",产品经理实习生,互联网/游戏/软件,迈特望,
300,200,20,北京,150-500人,梅卡曼德机器人致力于将智能赋予工业机器人，拥有一支清华等海内外名校出身的工程师队伍。,3,4,"['机器学习', '五险一金', '饭补车补', '清华海归团队', '机器人智能', '计算机视觉']",C++软件开发实习生,互联网/游戏/软件,梅卡曼德,
150,120,3,深圳,2000人以上,全球知名的智慧能源解决方案服务企业之一，1994年成立于深圳，现有员工近3000人，2014年上市,3,5,"['新能源', '智慧能源', '制造业', '上市公司']",人力资源实习生,汽车/机械/制造,雄韬股份,
