maxsal,minsal,intern_num,city,scale,c_desc,month_num,day,c_tag,name,industry,c_name,
250,200,1,武汉,500-2000人,经中国银行保险监督管理委员会批准设立的全国性、综合性保险经纪机构。,2,5,"['每年多次调薪', '美女如云', '最棒团队', '社保缴纳']",网络销售,金融/经济/投资/财会,梧桐树保险,
150,100,389,北京,2000人以上,中国的综合网络零售商,4,5,"['精英多多', '团队实力强', '锻炼自我', '专业、活力、创造', 'AI', '技术大牛坐镇', '精英', 'nice氛围', '创新']",培训实习生,互联网/游戏/软件,京东,
200,100,15,全国,15-50人,国内Top2高校学生共创的互联网教育公司,3,5,"['SOHO', '自由']",GRE/GMAT在线一对一老师,教育/培训,蓝景教育,
150,100,15,全国,15-50人,国内Top2高校学生共创的互联网教育公司,3,5,"['SOHO', '自由']",Alevel在线一对一老师,教育/培训,蓝景教育,
250,200,267,兰州,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,3,4,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",线上家教高中历史实习老师,教育/培训,掌门1对1,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,2,2,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",爬虫工程师,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,1,5,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",数据库管理员,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,1,2,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",Node.js后端工程师,房产/家居/物业/建筑,让渡居,
50,0,35,全国,15-50人,数字科技驱动的城市民宿管理服务机构。,3,1,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",自动化优化师,房产/家居/物业/建筑,让渡居,
100,50,35,全国,15-50人,数字科技驱动的城市民宿管理服务机构。,1,2,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",运营专员,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,3,1,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",新媒体运营专员,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,3,1,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",战略分析专员,房产/家居/物业/建筑,让渡居,
50,0,35,全国,15-50人,数字科技驱动的城市民宿管理服务机构。,3,3,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",法律合规专员,房产/家居/物业/建筑,让渡居,
50,0,35,北京,15-50人,数字科技驱动的城市民宿管理服务机构。,1,1,"['市场空间广阔', '工作氛围透明', '增长手段先进', '弹性工作制', '增长黑客', '股票期权']",动画设计师,房产/家居/物业/建筑,让渡居,
150,100,17,上海,15-50人,来自英国的咨询公司，专业从事跨国保险业务精算，核保以及产品开发的咨询,3,5,"['商业咨询服务', '岗位晋升', '视才如命', '晋升空间明确', '有实习证明', '平等', '逗比多', '专业', '老板谦和', '人机交互']",Clinical Specialist,金融/经济/投资/财会,HSC China,
50,1,9,长沙,50-150人,湖南广电影视集团背景下的艺人培育机构,5,5,"['体制内', '电视台', '明星', '创造101', '偶像练习生']",艺统实习生,广告/传媒/公关/展览,芒果培优,
150,120,3,成都,15-50人,成都舒欢和他的小伙伴科技有限公司成立于2016年04月29日，从事留学行业，欢迎小伙伴们加入,3,3,[],运营实习生,教育/培训,舒欢和他的小伙伴,
180,120,4,深圳,150-500人,致力于为客户提供高端包装解决方案的礼品盒生产厂家。,4,5,"['公司氛围超嗨', '不定时下午茶', '数据分析', '前景好', '英语作为工作语言', '帅哥美女多', '弹性上班', '团建活动&amp;团队旅游', '一起做大事', '升职快']",电商运营实习生,互联网/游戏/软件,天雅,
300,200,114,全国,150-500人,新三板挂牌公司（股票代码831611）,3,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",线上学科编辑-期货从业类,教育/培训,圣才电子书,
100,50,2,成都,15-50人,成都海汛流体科技有限公司位于美丽的天府之国成都、武侯区都市工业总部基地，专注于微型泵技术 ,3,5,[],网络推广专员,医疗/健康/制药/生物,成都海汛,
200,150,114,全国,150-500人,新三板挂牌公司（股票代码831611）,3,3,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",统计学编辑实习生,教育/培训,圣才电子书,
300,200,114,全国,150-500人,新三板挂牌公司（股票代码831611）,4,2,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",学科编辑-法学类（线上）,教育/培训,圣才电子书,
500,300,28,北京,2000人以上,中国领先的房地产服务企业,6,6,[],培训师,房产/家居/物业/建筑,北京链家,
150,120,114,武汉,150-500人,新三板挂牌公司（股票代码831611）,2,3,"['读书', '实习证明', '接受应届生', '文化好', '个人提升', '学习机会多']",Word文档整理实习生,教育/培训,圣才电子书,
50,1,13,长沙,2000人以上,58到家集团是58集团、阿里巴巴、平安、腾讯和KKR联合投资，与信息分类品牌58同城并行的兄弟公司。,4,5,['互联网运营'],远程编辑实习生,互联网/游戏/软件,58到家,
180,120,4,北京,500-2000人,索尼公司是世界上民用/专业视听产品、游戏产品、通讯产品和信息技术等领域的先导之一,6,3,[],系统解决方案部实习生/Helper,电子/通信/硬件,索尼,
150,100,9,成都,500-2000人,手机游戏，从当乐开始！,11,5,"['职位发展', '团队很和谐', '巨大成长空间', '结婚生育红包', '逗比同事', '国内外旅游', '游戏迷', '午餐补贴', '做五休二  双休', '年轻人的平台']",2D游戏特效实习生,互联网/游戏/软件,当乐网,
150,100,176,北京,2000人以上,以视频内容，连接你我，丰富生活,3,5,"['工作环境超棒', '节日大礼包', '餐补']",运营实习生（印地语） (MJ001787),互联网/游戏/软件,欢聚集团,
250,180,34,广州,150-500人,专注品牌事业十余年，是一家兼具国际视野、创新动力、全方位跨平台的品牌咨询与设计整合服务公司。,3,5,[],计算机硬件维护工程师,互联网/游戏/软件,前沿开发,
80,80,16,广州,50-150人,致力于重塑移动互联网时代的购物体验,3,4,"['创业团队', '专业，高效', '顶尖导师', '氛围轻松', '外企工作氛围', '扁平化']",市场实习生,互联网/游戏/软件,智选网络,
150,100,14,广州,2000人以上,中国排名前五的B2C跨境电商企业,6,5,"['五险一金', '文化开放', '医疗服务', '节假日福利', '羽毛球', '绩效奖金', '发展迅速，空间大', '内部培训']",英语产品编辑,互联网/游戏/软件,棒谷科技,
180,120,19,北京,150-500人,中国知名律师事务所，红圈律所之一。,12,5,"['工作气氛好', '红圈律所', '行业领导者', '知名律所']",律师助理（实习生）证券业务组,企业服务/咨询,竞天公诚律师事务所,
150,100,10,广州,15-50人,聚焦于语音互动方向,3,5,"['团队专业', '技术氛围好', '同事年轻友好', '员工素质高', '该有的都有', '上班可以听歌哦', '待遇优厚', '底薪加提成']",海外语音社区运营实习生,互联网/游戏/软件,恰好青春,
180,120,5,广州,50-150人,德峰咨询是一家专业从事人力资源咨询、猎头服务、职业规划和人才测评的知名人力资源服务机构公司,3,3,"['激情无限', '毕业留用', '奖励多样', '法定假期', '痛并快乐着', '小白楼商圈', '体系完善', '学习成长快']",外商企业咨询顾问,企业服务/咨询,德峰咨询,
150,120,33,广州,150-500人,广州卓动信息科技有限公司，深耕于游戏发行、游戏研发、电商应用、工具应用、企业服务等多领域；  业务已,6,5,"['灵活上班时间', '双休', '部门团建', '大牛多', '多元化福利', '扁平化']",海外游戏运营实习生,互联网/游戏/软件,广州卓动,
150,100,116,北京,500-2000人,国内的财富管理公司,5,5,"['有趣的团队', '定期团建', '人情味十足', '重视员工价值', '有水果吃', '领导是逗比', '发展机遇', '8小时工作制', '福利待遇优', '接收应届生']",私人投资顾问,金融/经济/投资/财会,源石财富,
200,120,16,上海,2000人以上,太平洋房屋隶属于太屋集团，深耕于上海市房地产经纪行业。,7,5,"['绩效奖金高', '可留任', '各种牛人', '十天年假', '竞争力薪资', '成长环境']",管培生（招聘/培训/绩效薪酬等）轮岗,房产/家居/物业/建筑,太平洋房屋,
200,120,29,广州,2000人以上,易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国的汽车互联网企业,3,4,[],策划专员（广州）—校招,互联网/游戏/软件,易车网,
150,100,7,上海,2000人以上,集乘用车、发动机、零部件的研发、制造、销售和售后服务等业务于一体的具备全球领先水平的生产企业。,6,4,"['零食饮品', '脑洞创造力', '现磨咖啡', '下午茶水果', '弹性工作制', '交通方便']",供应链管理-客户订单处理实习生,汽车/机械/制造,广汽菲克（GACFCA),
150,120,19,北京,150-500人,中国知名律师事务所，红圈律所之一。,4,4,"['工作气氛好', '红圈律所', '行业领导者', '知名律所']",律师助理（实习生）金融业务部,企业服务/咨询,竞天公诚律师事务所,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,3,4,"['工作环境超棒', '节日大礼包', '餐补']",项目管理实习生,互联网/游戏/软件,欢聚集团,
150,80,21,成都,150-500人,专业管家式教育倡导者。,11,5,"['高效团队', '开放办公', '快速成长', '行业发展优势', '年轻人的平台', '轻松活跃', '入职培训', '氛围融洽', '小鲜肉多多哒']",物理教师（南区）,教育/培训,新全优教育,
150,120,14,上海,2000人以上,We Make it Visible.,3,3,"['德企', '办公环境优美', '工作时间弹性', '免费班车', '光学仪器', '富有挑战', '国际公司', '环境氛围好', '顶尖科研']",人事部培训实习生,医疗/健康/制药/生物,蔡司,
0,0,19,深圳,150-500人,中国知名律师事务所，红圈律所之一。,4,4,"['工作气氛好', '红圈律所', '行业领导者', '知名律所']",证券部实习生,企业服务/咨询,竞天公诚律师事务所,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,3,3,"['工作环境超棒', '节日大礼包', '餐补']",web前端开发实习生（支付）,互联网/游戏/软件,欢聚集团,
120,80,6,汕头,2000人以上,致力成为以客户为中心，覆盖快递、快运、整车、仓储与供应链、跨境等多元业务的综合性物流供应商,3,5,"['办公环境优雅', '五险一金', '福利齐全', '单双休']",路由规划专员,交通/贸易/物流,德邦快递,
100,50,6,北京,2000人以上,平台好，行业前景广阔,3,5,"['大健康', '扁平化', '平台大', '有美女']",市场分析岗,医疗/健康/制药/生物,光大养老,
100,100,7,上海,150-500人,生活美学电商丨生活方式集合店,3,5,['氛围好 福利多 成长快'],电商平台活动运营实习生,互联网/游戏/软件,一条,
250,150,6,北京,15-50人,一家工程数值计算咨询服务公司,12,3,"['氛围相当好', '工程机械', '仿真']",数学建模实习工程师,企业服务/咨询,钢流电磁,
200,100,7,上海,500-2000人,深圳市思迪信息技术股份有限公司于2006年8月8日在深圳成立，是中国领先的金融科技软件解决方案提供商,6,5,"['内容丰富', '成长速度快', '良好团队氛围', '发展前景']",销售实习生（软件销售）,互联网/游戏/软件,思迪信息,
200,100,35,北京,50-150人,充电了么App是专注上班族职业培训充电学习的在线教育平台,6,5,"['在线教育', '专注上班族职业技能提高', 'AI人工智能', '靠谱BOSS', '有梦想', '高人气创始人', 'Loft办公']",市场营销运营实习生,互联网/游戏/软件,充电了么,
200,100,4,上海,150-500人,万学教育是为大学生群体提供学业与职业发展高端培训的专业教育集团,6,6,"['大牛带', '双休; 一金', '职业生涯', '公司规范']",课程顾问,教育/培训,万学教育·海文考研,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,3,3,"['工作环境超棒', '节日大礼包', '餐补']",平面设计实习生,互联网/游戏/软件,欢聚集团,
150,100,1,无锡,少于15人,一家专业从事国内外电子商务的企业,4,5,"['团队年轻化', '潜力大', '专项技能培训', '激情团队', '产业互联网', '实现自我梦想', '员工培养', '超赞企业文化', '没有拘束', '办公环境优']",跨境运营实习生,互联网/游戏/软件,云讯贸易,
150,120,389,北京,2000人以上,中国的综合网络零售商,3,5,"['精英多多', '团队实力强', '锻炼自我', '专业、活力、创造', 'AI', '技术大牛坐镇', '精英', 'nice氛围', '创新']",运营管理实习生,互联网/游戏/软件,京东,
150,120,2,北京,50-150人,一家历史悠久的跨国公司,6,4,[],注册部实习生 RA Intern,医疗/健康/制药/生物,法国优格,
150,120,7,广州,50-150人,专注于提供美发原创视频和网络教育课程的自媒体平台,6,5,"['同事年轻友好', '充满活力', '团建乐趣多', '时间灵活自由', '氛围相当好', '边旅行边工作', '潜力股', '团队融洽', '行业发展优势']",网络营销,农林牧渔/其他,黑眼圈,
150,100,5,福州,150-500人,百纳互动是百度在闽北地区的授权代理商，是本地区提供专注、专业的企业互联网广告行业公司。,12,5,"['毕业留用', '钱多美女多', '内容丰富', '团建活动及员工活动', '赶车假', '90后的帅哥美女', '氛围活泼', '健全的系统培训体制', '内部晋升机会多', '转正五险一金']",储备干部（销售方向）,互联网/游戏/软件,百纳互动百度营销 ,
150,120,34,杭州,500-2000人,一家从事国际服务贸易业务的专业机构,3,4,"['晋升机会大', '团队靠谱', '氛围相当好', '活泼挑战', '生日慰问', '五天制']",展会运营实习生,广告/传媒/公关/展览,米奥兰特国际会展,
180,100,4,杭州,150-500人,致力于成为国内一流的游戏化教学软件公司,7,5,"['福利待遇优', '发展迅速', '大学生见习基地', '团队氛围好']",内容编辑（文案策划）,互联网/游戏/软件,杭州天音,
120,100,8,上海,15-50人,"pH7 Communications Co.,Ltd是一家年轻的本土公关公司充满活力与创造力的团体",3,4,"['能学到干货', '办公环境轻松', '定期活动', '帅哥美女', '领导风趣幽默NICE', '年轻有激情', '零食饮料', '优势资源', '内部福利', '提供转正机会']",PRintern,广告/传媒/公关/展览,Ph7,
120,100,1,广州,2000人以上,致力于为超过200万中国客户提供专业、安全、创新的能源解决方案,3,5,"['同事有爱', '青春洋溢']",市场实习生,化工/能源/环保,喜燃能源,
120,100,6,深圳,2000人以上,国内知名ODM上市公司,3,5,['活力; 创新'],人事实习生,电子/通信/硬件,WingTech,
100,100,7,上海,150-500人,生活美学电商丨生活方式集合店,3,5,['氛围好 福利多 成长快'],实习视觉设计师,互联网/游戏/软件,一条,
100,100,3,大连,50-150人,致力于发展成为一家的项目管理公司，欢迎有志之士的加入,3,5,"['逗比团队', '最棒团队', '工作环境舒服']",人力资源实习生,不限,BOH,
180,100,8,深圳,50-150人,一家互联网公司，致力于为商户和用户提供本地电商解决方案。,3,4,"['开放创新', '能学到很多', '知名VC', '氛围棒', '留用机制', '公司平台大']",新零售电商-活动运营实习生,互联网/游戏/软件,信天翁,
180,100,8,深圳,50-150人,一家互联网公司，致力于为商户和用户提供本地电商解决方案。,3,4,"['开放创新', '能学到很多', '知名VC', '氛围棒', '留用机制', '公司平台大']",新零售运营实习生,互联网/游戏/软件,信天翁,
180,150,12,深圳,15-50人,自媒体孵化MCN平台，以创造头部的原创质量号矩阵为企业目标。,6,5,"['扁平化管理', '年轻团队', '创造性', '员工培养', '不限工作经验', '挑战性', '领导NICE', '团队气氛好', '锻炼能力', '工作氛围极好']",公众号内容编辑实习生,互联网/游戏/软件,人生无限传媒,
150,100,10,成都,15-50人,致力于计算机软硬件研发，计算机信息技术咨询，网页设计等。,4,4,[],部门助理,化工/能源/环保,中运天成,
200,150,5,北京,50-150人,国内领先的企业基础软件方案提供商，专注于应用中间件、数据库、大数据等基础软件的研发和服务。,6,3,"['五险一金', '周末双休', '茶歇零食', '节日福利', '生日福利', '大平台', '高新技术企业', '学习机会多', '气氛融洽', '健康体检']",机器算法工程师,互联网/游戏/软件,共致开源,
150,100,18,北京,50-150人,华世咨询是一家合伙人制的人力资源服务公司,4,5,"['大牛团队', '精英团队', '入职五险一金', '领导好', '个人收入30-50万']",咨询顾问,企业服务/咨询,Huntsor,
100,100,22,成都,150-500人,让年轻人就业更简单,4,5,"['年轻人的世界', '实习可转正', '教育/培训/院校', '双休& 五险', '自由、平等', '定期团建腐败']",招聘助理实习生（成都）,互联网/游戏/软件,萌想科技（实习僧）,
120,80,4,上海,2000人以上,WPP旗下国际4A广告制作专业公司,4,5,"['WPP', '4A', 'TVC制作']",剪辑助理,广告/传媒/公关/展览,贺加斯,
100,80,6,沈阳,150-500人,荣科科技根植于IT服务多年，提供更加全面、客户化的数据中心服务方案。,12,5,['专业团队'],实习生（集成运维）,互联网/游戏/软件,荣科科技,
150,80,21,成都,150-500人,专业管家式教育倡导者。,11,5,"['高效团队', '开放办公', '快速成长', '行业发展优势', '年轻人的平台', '轻松活跃', '入职培训', '氛围融洽', '小鲜肉多多哒']",数学教师（西区）,教育/培训,新全优教育,
150,100,176,广州,2000人以上,以视频内容，连接你我，丰富生活,3,4,"['工作环境超棒', '节日大礼包', '餐补']",社群运营实习生,互联网/游戏/软件,欢聚集团,
200,120,29,上海,2000人以上,易车公司是美国纽约证券交易所上市公司，纽交所股票代码：BITA，是中国的汽车互联网企业,3,4,[],策划专员（上海）—校招,互联网/游戏/软件,易车网,
500,300,44,北京,2000人以上,中国领先的网络安全、大数据与安全云服务提供商。,5,5,"['团建&amp;amp;amp;出国游', '发展前景']",Java开发工程师J11737,互联网/游戏/软件,天融信科技集团,
500,300,0,北京,150-500人,一家4A级人力资源服务公司,9,5,"['国企', '团队靠谱', '朝九晚五', '工作生活平衡']",硬件板级设计工程师,其他,国际人才,
200,150,9,上海,50-150人,驰大数据科技股份有限公司是一家以大数据和人工智能计算技术为核心的培训科技公司,10,4,"['互联网', '培训教育', '科技', '大数据', '云计算', 'AI人工智能']",SEO优化网络推广专员,互联网/游戏/软件,驰大数据,
200,150,9,上海,50-150人,驰大数据科技股份有限公司是一家以大数据和人工智能计算技术为核心的培训科技公司,4,4,"['互联网', '培训教育', '科技', '大数据', '云计算', 'AI人工智能']",行政文员前台,互联网/游戏/软件,驰大数据,
150,100,116,北京,500-2000人,国内的财富管理公司,5,5,"['有趣的团队', '定期团建', '人情味十足', '重视员工价值', '有水果吃', '领导是逗比', '发展机遇', '8小时工作制', '福利待遇优', '接收应届生']",影视基金顾问,金融/经济/投资/财会,源石财富,
180,150,7,上海,500-2000人,POP MART泡泡玛特成立于2010年，是集潮流商品销售、艺术家经纪、衍生品开发与授权、互动娱乐和潮流展会主办于一体的潮流文化娱乐公司,3,5,[],新媒体运营实习生,快消/百货/批发/零售,泡泡玛特POP MART,
120,100,30,太原,500-2000人,国内民办教育知名品牌“中公教育”的主要实体,3,5,"['可被信赖', '环境棒氛围好']",人力专员实习生,教育/培训,中公教育,
150,120,34,广州,150-500人,专注品牌事业十余年，是一家兼具国际视野、创新动力、全方位跨平台的品牌咨询与设计整合服务公司。,3,3,[],ERP运维实习生,互联网/游戏/软件,前沿开发,
200,150,2,杭州,15-50人,中国领先的程序员自由工作平台，技术新人力解决方案,9,5,"['办公轻松氛围', '高成长', '互联网思维', 'HRBP实习', '发展迅速', '优秀的团队', '平台公司', '面向未来的行业']",产品助理,互联网/游戏/软件,程序员客栈,
300,250,32,上海,150-500人,“家长少花钱，老师多赚钱”的名校大学生家教平台,9,3,"['帮助学生成长', '过节福利', '培训机会', '扁平管理', '晋升空间', '氛围好', '领导nice', '快乐', '吃货多']",小学语文老师实习生,教育/培训,优思教育,
400,300,267,全国,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,4,1,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",掌门1对1线上高中物理老师,教育/培训,掌门1对1,
150,100,2,上海,少于15人,专注于电子、半导体、医疗产业的一级、二级市场投资,12,3,[],电子产业行业研究实习生,金融/经济/投资/财会,恩舍资产,
250,200,267,北京,2000人以上,掌门1对1，总部位于中国上海，是一家为全国中小学生提供高端1对1定制化学习辅导的在线教育公司,7,4,"['培训体系完善', '大平台', '晋升机制', '实习经验', '关注员工发展', '创新产品']",线上家教实习（高中数理化）,教育/培训,掌门1对1,
150,80,20,北京,50-150人,专业的互联网/金融人才招聘顾问平台,6,5,"['思想碰撞', '锻炼人', '薪酬福利好', '充分信任', '有培训', '业内认可度高，领导Nice，AI，区块链，有激情，无政治', '有发展前景', '成长快', '人力资源', '满满的实习干货']",猎头-2021届管理培训生,企业服务/咨询,酷聘人才,
300,180,50,广州,50-150人,"集网络游戏开发、发行于一体的互联网高新技术企业,",6,5,"['五险 年终奖丰厚&  节假日福利&  员工旅游', '高薪&  奖金', '都是年轻人']",U3D实习生,互联网/游戏/软件,灵感科技,
200,100,6,上海,少于15人,新媒体行业与计算机技术的领先者,5,3,"['新媒体', '实习编辑']",新媒体实习编辑（文字）,互联网/游戏/软件,贝鸟科技,
200,120,6,石家庄,50-150人,公司是一家面向全国性集采购、研发、生产、销售为一体的集团连锁企业,3,6,"['广阔平台', '晋升空间大', '带薪年假', '环境氛围好', '五险一金', '弹性工作']",出差专员,快消/百货/批发/零售,晗普信息科技,
180,150,2,上海,500-2000人,业务涵盖新车、二手车购车贷款、库存融资、团购贷款、以租代购等业务，涉及汽车后市场金融业务全领域,10,5,[],贷后实习生,金融/经济/投资/财会,联众优车,
100,80,3,广州,50-150人,以房地产、金融、交通基建等三大现代服务业为核心产业,3,4,"['[]', '秋招机会', '职位晋升']",开发一部实习生（JAVA开发）,互联网/游戏/软件,越秀金科,
500,250,2,北京,少于15人,一家专注于智能语音软硬件相关技术的创业公司,6,5,[],语音识别算法实习生,互联网/游戏/软件,紫荆桃李,
200,150,4,北京,15-50人,中国领先的专业IPO咨询服务机构,7,5,"['环境氛围好', '能力培养', '职业前景好', '品牌客户', '潜力大', '实干不空谈', '智能投研']",投研分析实习生,企业服务/咨询,和诚创新,
150,150,2,上海,50-150人,年轻人了解行业信息的难得机会,3,4,"['员工培训', '专业服务', '实习留任', '地铁边', '环境融洽', '外企工作氛围', '年轻的团队', '上海实习', '学习机会多', '英语环境']",翻译实习生,企业服务/咨询,Guidepoint,
100,80,4,上海,2000人以上,WPP旗下国际4A广告制作专业公司,4,4,"['WPP', '4A', 'TVC制作']",Account Intern,广告/传媒/公关/展览,贺加斯,
150,120,2,长沙,2000人以上,央企中冶长天全资子公司，湖南工程咨询领域领头羊,6,5,"['平台广阔', '薪酬福利优厚', '环境特别好', '人才培养计划', '央企编制']",人力资源专员,房产/家居/物业/建筑,和天,
50,0,26,全国,500-2000人,一个富有人情味的方言保护组织，立志于保护并联系各地方言。 ,3,5,[],ui设计师,互联网/游戏/软件,仟言,
200,150,10,北京,15-50人,一家提供公关、广告、营销策划等多种业务的新媒体品牌服务公司,5,5,"['成长快', '空间大', '年轻活泼', '有正式编制', '美女太多', '商办地产', '毕业留任', '福利体系完善', '教育', '入职培训']",销售代表/销售顾问,广告/传媒/公关/展览,创世蓝海,
150,120,4,杭州,150-500人,一站式灵活用工招聘平台,3,4,[],新媒体运营实习生,互联网/游戏/软件,青团社,
0,0,6,沈阳,150-500人,AAA教育是一家集职业教育培训、创意策划、影视制作、服务外包、图书出版为一体的综合性集团企业,3,5,"['双休&amp;险', '成长快速', '会奖', '定向培养人才', '帆船游艇']",新媒体运营实习生,教育/培训,AAA教育,
200,150,6,上海,500-2000人,上汽集团和阿里巴巴集团共同打造的互联网汽车解决方案,3,5,"['同事年轻友好', '简单真诚', '各种好玩', '有意义', '部门聚餐']",HR实习生(运营设计),互联网/游戏/软件,斑马,
150,150,17,深圳,150-500人,一家人工智能在线教育公司,3,5,"['环境开放', '技术提升', '氛围棒棒哒', '创新有活力', '有大牛', '两只萌宠', '才子佳人', '社团活动']",转化运营专员,互联网/游戏/软件,风变科技,
150,100,33,上海,50-150人,中国具开创性的美式喜剧产业平台公司,3,4,"['年轻态喜剧', '美式脱口秀', '吐槽大会']",电商品牌运营实习生,广告/传媒/公关/展览,笑果文化,
150,150,17,深圳,150-500人,一家人工智能在线教育公司,3,5,"['环境开放', '技术提升', '氛围棒棒哒', '创新有活力', '有大牛', '两只萌宠', '才子佳人', '社团活动']",营销管培生,互联网/游戏/软件,风变科技,
200,180,2,东莞,500-2000人,信鸿集团于2008年正式进入房地产开发领域，下属有房地产开发、园林、建材、物业管理、物业投资共十余家,3,5,"['招聘实习生', '节日礼物', '双休;五险', '团队氛围', '成长的好地方', '年轻& 活力']",管培生,房产/家居/物业/建筑,湾区智谷,
150,100,4,北京,50-150人,Plug and Play是美国的科技企业加速器与投资机构，致力于投资早期创新项目,3,5,"['孵化器', '众创空间', '硅谷']",财务部实习生,农林牧渔/其他,Plug and Play China,
150,120,236,深圳,2000人以上,一家新兴的互联网科技公司，专注新媒体运营,3,5,"['实习工资高', '发展前景好', '有挑战性', '每日提供水果', '正能量', '知名度广', '美味三餐', '各种福利多多', '不打杂纯干货', '各种福利多多']",HR实习生-游戏团队,互联网/游戏/软件,字节跳动,
150,120,236,深圳,2000人以上,一家新兴的互联网科技公司，专注新媒体运营,3,5,"['实习工资高', '发展前景好', '有挑战性', '每日提供水果', '正能量', '知名度广', '美味三餐', '各种福利多多', '不打杂纯干货', '各种福利多多']",HR实习生-游戏团队,互联网/游戏/软件,字节跳动,
200,150,2,深圳,150-500人,云知声专注于物联网人工智能服务，是一家拥有完全自主知识产权、世界 智能语音技术的人工智能企业 ,5,5,"['公司氛围友爱', '互联网产品', '实习机会多', '团队年轻化', '五天八小时']",语音AI数据库中英文统计实习生,互联网/移动互联网/电子商务,云知声智能科技 ,
150,150,17,深圳,150-500人,一家人工智能在线教育公司,3,5,"['环境开放', '技术提升', '氛围棒棒哒', '创新有活力', '有大牛', '两只萌宠', '才子佳人', '社团活动']",前端开发工程师,互联网/游戏/软件,风变科技,
150,120,41,深圳,2000人以上,全球领先的消费电子产品生产商,3,5,"['同事热情', '人力资源巨头', '文化开放', '无限水果零食', '机制健全', '独栋写字楼', '关注员工发展', '员工俱乐部']",TCL总部COE组HR实习生（招聘方向）,电子/通信/硬件,TCL实业,
180,150,4,上海,150-500人,领健信息是一家互联网+医疗高科技公司，以连接医生、患者、数据，改善行业，解放同行，成就自我为使命！,4,5,[],活动运营实习生-上海-00281,互联网/游戏/软件,领健信息,
0,0,6,上海,15-50人,专属于Z世代的学习社区，致力于打造优质的学习平台,3,5,[],用户运营实习生,教育/培训,Astrasum China,
150,150,17,深圳,150-500人,一家人工智能在线教育公司,3,5,"['环境开放', '技术提升', '氛围棒棒哒', '创新有活力', '有大牛', '两只萌宠', '才子佳人', '社团活动']",运营管培生,互联网/游戏/软件,风变科技,
150,120,16,成都,500-2000人,一家专注数学培优的教育科技企业； 一个用数学教育提升中国青少年理性思考力的文化传播品牌。,8,4,"['竞争力薪酬', '你的舞台', '大家庭氛围', '专项培训', '团建活动;团队旅游', '购房无息贷款', '培训机会', '上级同事很好', '高效团队，好发展前景', '可以转正']",产品经理实习生J11234,教育/培训,极客数学帮,
180,150,3,上海,500-2000人,专业的供应链信息协同及增值税发票管理云平台解决方案提供商,8,4,"['发展前景好', '技术狂', '专业服务/咨询(财会/法律/人力资源等)', '总监亲自带', '90后居多', '前台漂亮', '有留用机会', '接收应届生', '云计算产业']",财务实习生,互联网/游戏/软件,云砺信息,
150,140,35,北京市,500-2000人,北森，中国知名人力资源科技公司，致力于让中国企业拥有的人才管理能力。,7,4,[],商务专员（2021届实习）(J12854),互联网/游戏/软件,北森,
100,100,4,广州,50-150人,我们是一家专注卡客车、轿车轮胎销售服务三十多的企业，团队年轻化、氛围好，成长快！,3,6,"['有创意有乐趣', '福利多', '大牛亲自带', '实战经验', '上升空间大', '学到东西']",仓库实习生,汽车/机械/制造, 骏轮轮胎 ,
150,100,45,西安,2000人以上,致力于成为大型企业数字化转型的使能者,6,5,"['优秀的团队', '技术', '留用转正机会']",售前经理助理实习生,互联网/游戏/软件,亚信科技,
